2021-11-25 10:22:07.153 | INFO     | PY.MiguTemplate.businessIntegration.COMPATIBILITY_TEST:inner:26 - 开始调用函数：more_line
2021-11-25 10:22:07.154 | INFO     | __main__:more_line:737 - someline启动线程
2021-11-25 10:24:17.014 | INFO     | PY.MiguTemplate.businessIntegration.COMPATIBILITY_TEST:inner:26 - 开始调用函数：more_line
2021-11-25 10:24:17.016 | INFO     | __main__:more_line:738 - someline启动线程
2021-11-25 10:24:24.185 | INFO     | __main__:more_line:745 - 第1次循环执行test_case02用例
2021-11-25 10:24:24.188 | INFO     | __main__:more_line:748 - 第1次循环thread_list--》：[[datetime.date(2021, 10, 15), {'name': '无线热岛场景测试', 'address': {'l3': ['成都市锦江区锦华路三段181号锦绣阳光', '成都市锦江区净居寺西街111号青房·云上', '成都市锦江区三官堂街18号望江嘉苑', '成都市锦江区河心路1号锦江东湖花园']}, 'testdate': {'t3': datetime.date(2021, 10, 15)}}]]
2021-11-25 10:24:24.191 | INFO     | PY.MiguTemplate.businessIntegration.COMPATIBILITY_TEST:inner:26 - 开始调用函数：save_data
2021-11-25 10:24:24.192 | INFO     | __main__:more_line:751 - -------------------------
2021-11-25 10:24:24.192 | INFO     | __main__:save_file:176 - D:/PyCharm/PY/MiguTemplate/mobileTicket\test_mode\四川省端到端媒体质量优化分析-用例模板.xlsx
2021-11-25 10:24:24.208 | INFO     | __main__:save_file:182 - F:\端到端\工单\调试\四川省端到端媒体质量优化分析-无线热岛场景测试(2021-10-15).xlsx
2021-11-25 10:24:24.208 | INFO     | __main__:save_data:694 - thread_list=[datetime.date(2021, 10, 15), {'name': '无线热岛场景测试', 'address': {'l3': ['成都市锦江区锦华路三段181号锦绣阳光', '成都市锦江区净居寺西街111号青房·云上', '成都市锦江区三官堂街18号望江嘉苑', '成都市锦江区河心路1号锦江东湖花园']}, 'testdate': {'t3': datetime.date(2021, 10, 15)}}]
2021-11-25 10:24:24.209 | INFO     | PY.MiguTemplate.businessIntegration.COMPATIBILITY_TEST:inner:26 - 开始调用函数：save_function1
2021-11-25 10:24:24.245 | ERROR    | __main__:save_function1:679 - 基本，优，弱网，热岛保存方法-->save_function1:'datetime.date' object has no attribute 'sleep'
2021-11-25 10:24:24.246 | INFO     | PY.MiguTemplate.businessIntegration.COMPATIBILITY_TEST:inner:28 - 结束调用函数：save_function1
2021-11-25 10:24:24.255 | INFO     | __main__:save_data:710 - save_function1数据保存成功
2021-11-25 10:24:24.294 | INFO     | PY.MiguTemplate.businessIntegration.COMPATIBILITY_TEST:inner:28 - 结束调用函数：save_data
2021-11-25 10:24:24.294 | INFO     | __main__:more_line:753 - None
2021-11-25 10:24:24.295 | INFO     | __main__:more_line:756 - 本次程序运行开始时间为：10:24:17,结束时间为：10:24:24
2021-11-25 10:24:24.296 | INFO     | PY.MiguTemplate.businessIntegration.COMPATIBILITY_TEST:inner:28 - 结束调用函数：more_line
2021-11-25 10:27:26.001 | INFO     | PY.MiguTemplate.businessIntegration.COMPATIBILITY_TEST:inner:26 - 开始调用函数：more_line
