2021-11-23 11:17:20.390 | INFO     | PY.MiguTemplate.businessIntegration.COMPATIBILITY_TEST:inner:26 - 开始调用函数：more_line
2021-11-23 11:17:20.391 | INFO     | __main__:more_line:737 - someline启动线程
2021-11-23 11:17:24.685 | INFO     | __main__:more_line:744 - 第1次循环执行test_case01用例
2021-11-23 11:17:24.687 | INFO     | __main__:more_line:747 - 第1次循环thread_list--》：[[datetime.date(2021, 10, 11), {'name': '常规场景测试', 'address': {'l1': ['成都市青羊区蜀华街65号附1号新少城', '成都市青羊区文思巷28号汇厦少城百花里', '成都市青羊区小南街109号西府少城', '成都市青羊区文庙西街126号冠城花园1期'], 'l2': ['成都市青羊区锦里西路107号附1号锦江时代花园', '成都市青羊区锦里中路60号锦江公寓', '成都市青羊区金盾路52号附2号紫金园', '成都市锦江区梨花街12号城市理想']}, 'testdate': {'t1': datetime.date(2021, 10, 11), 't2': datetime.date(2021, 10, 12)}}], [datetime.date(2021, 10, 12), {'name': '常规场景测试', 'address': {'l1': ['成都市青羊区蜀华街65号附1号新少城', '成都市青羊区文思巷28号汇厦少城百花里', '成都市青羊区小南街109号西府少城', '成都市青羊区文庙西街126号冠城花园1期'], 'l2': ['成都市青羊区锦里西路107号附1号锦江时代花园', '成都市青羊区锦里中路60号锦江公寓', '成都市青羊区金盾路52号附2号紫金园', '成都市锦江区梨花街12号城市理想']}, 'testdate': {'t1': datetime.date(2021, 10, 11), 't2': datetime.date(2021, 10, 12)}}]]
2021-11-23 11:17:24.690 | INFO     | PY.MiguTemplate.businessIntegration.COMPATIBILITY_TEST:inner:26 - 开始调用函数：save_data
2021-11-23 11:17:24.691 | INFO     | __main__:save_file:175 - D:/PyCharm/PY/MiguTemplate/mobileTicket\test_mode\四川省端到端媒体质量优化分析-用例模板.xlsx
2021-11-23 11:17:24.691 | INFO     | PY.MiguTemplate.businessIntegration.COMPATIBILITY_TEST:inner:26 - 开始调用函数：save_data
2021-11-23 11:17:24.692 | INFO     | __main__:more_line:750 - -------------------------
2021-11-23 11:17:24.692 | INFO     | __main__:save_file:175 - D:/PyCharm/PY/MiguTemplate/mobileTicket\test_mode\四川省端到端媒体质量优化分析-用例模板.xlsx
2021-11-23 11:17:24.719 | INFO     | __main__:save_file:181 - F:\端到端\工单\10月\媒体优化\四川省端到端媒体质量优化分析-常规场景测试(2021-10-11).xlsx
2021-11-23 11:17:24.719 | INFO     | __main__:save_data:693 - thread_list=[datetime.date(2021, 10, 11), {'name': '常规场景测试', 'address': {'l1': ['成都市青羊区蜀华街65号附1号新少城', '成都市青羊区文思巷28号汇厦少城百花里', '成都市青羊区小南街109号西府少城', '成都市青羊区文庙西街126号冠城花园1期'], 'l2': ['成都市青羊区锦里西路107号附1号锦江时代花园', '成都市青羊区锦里中路60号锦江公寓', '成都市青羊区金盾路52号附2号紫金园', '成都市锦江区梨花街12号城市理想']}, 'testdate': {'t1': datetime.date(2021, 10, 11), 't2': datetime.date(2021, 10, 12)}}]
